temp,energy
2.312124,-1.372376428
2.313627,-1.336484304
2.31513,-1.334841886
2.316633,-1.326399688
2.318136,-1.350690042
2.319639,-1.326135147
2.321142,-1.383863684
2.322645,-1.315961009
2.324148,-1.321784104
2.325651,-1.333228589
2.327154,-1.361327644
2.328657,-1.305121301
2.33016,-1.312489293
2.331663,-1.315198755
2.333166,-1.292782775
2.334669,-1.309193425
2.336172,-1.302999888
2.337675,-1.287309293
2.339178,-1.290275459
2.340681,-1.282568108
2.342184,-1.276788581
2.343687,-1.288187283
2.34519,-1.29711049
2.346693,-1.271987363
2.348196,-1.267755383
2.349699,-1.270683804
2.351202,-1.282790979
2.352705,-1.266025277
2.354208,-1.260564661
2.355711,-1.264788581
2.357214,-1.257994326
2.358717,-1.258233093
2.36022,-1.272551828
2.361723,-1.256154707
2.363226,-1.261007704
2.364729,-1.265484372
2.366232,-1.257827259
2.367735,-1.26906559
2.369238,-1.244908653
2.370741,-1.238650026
2.372244,-1.257133357
2.373747,-1.23333425
2.375251,-1.24406565
2.376754,-1.239788753
2.378257,-1.227938206
2.37976,-1.232669457
2.381263,-1.228026394
2.382766,-1.226496372
2.384269,-1.22209021
2.385772,-1.220989726
2.387275,-1.217878254
2.388778,-1.214607327
2.390281,-1.21541017
2.391784,-1.234302631
2.393287,-1.210091359
2.39479,-1.23026388
2.396293,-1.218414947
2.397796,-1.205916945
2.399299,-1.210030619
2.400802,-1.204302607
2.402305,-1.197787888
2.403808,-1.214656272
2.405311,-1.207578819
2.406814,-1.196712673
2.408317,-1.193592208
2.40982,-1.193602971
2.411323,-1.190548793
2.412826,-1.191151536
2.414329,-1.191619163
2.415832,-1.184585818
2.417335,-1.188722006
2.418838,-1.20174599
2.420341,-1.181042775
2.421844,-1.181566867
2.423347,-1.177600004
2.42485,-1.173553465
2.426353,-1.173491079
2.427856,-1.172991459
2.429359,-1.176833622
2.430862,-1.169668617
2.432365,-1.167079071
2.433868,-1.166676601
2.435371,-1.163113978
2.436874,-1.165474547
2.438377,-1.167965842
2.43988,-1.161676729
2.441383,-1.16464838
2.442886,-1.15740155
2.444389,-1.157979684
2.445892,-1.15554014
2.447395,-1.155147604
2.448898,-1.155046254
2.450401,-1.153672905
2.451904,-1.15386766
2.453407,-1.149631363
2.45491,-1.148824052
2.456413,-1.150644993
2.457916,-1.147957898
2.459419,-1.143357265
2.460922,-1.141987139
2.462425,-1.140716817
2.463928,-1.134052669
2.465431,-1.137006755
2.466934,-1.135067467
2.468437,-1.137287123
2.46994,-1.133116088
2.471443,-1.131576941
2.472946,-1.128232404
2.474449,-1.129750923
2.475952,-1.128375636
2.477455,-1.125439936
2.478958,-1.125739632
2.480461,-1.124225734
2.481964,-1.122987828
2.483467,-1.123384657
2.48497,-1.120710875
2.486473,-1.119554386
2.487976,-1.114217465
2.489479,-1.114529401
2.490982,-1.115666931
2.492485,-1.112338398
2.493988,-1.110158739
2.495491,-1.11313644
2.496994,-1.107431824
2.498497,-1.103948729
2.5,-1.105659796
2.507538,-1.10129954
2.515075,-1.092342274
2.522613,-1.086336104
2.530151,-1.075233269
2.537688,-1.07789757
2.545226,-1.070287564
2.552764,-1.065272144
2.560302,-1.058287612
2.567839,-1.052771992
2.575377,-1.042918987
2.582915,-1.041099696
2.590452,-1.034276232
2.59799,-1.030759576
2.605528,-1.024759964
2.613065,-1.01588444
2.620603,-1.015182414
2.628141,-1.009000841
2.635678,-1.006235964
2.643216,-0.998267303
2.650754,-0.995113273
2.658291,-0.989358891
2.665829,-0.983708016
2.673367,-0.981314222
2.680905,-0.975862739
2.688442,-0.969067976
